"time";"timer";"currentTransformerTransformationRatio";"constMeterImpsNum";"queueSizeCalcMeterAccuracy";"meterSerialNum";"pzemVoltage1";"pzemVoltage2";"pzemVoltage3";"pzemCurrent1";"pzemCurrent2";"pzemCurrent3";"pzemPower1";"pzemPower2";"pzemPower3";"pzemEnergy1";"pzemEnergy2";"pzemEnergy3";"pzemFrequency1";"pzemFrequency2";"pzemFrequency3";"pzemPowerFactor1";"pzemPowerFactor2";"pzemPowerFactor3";"pzemFullCurrent";"pzemFullPower";"pzemFullEnergy";"kyImpsMeter";"impsPeriodMeter";"calcMeterPower";"calcMeterAccuracy"
"2025/1/21 16:11:52 ";"00:00:32,3";"1";"1000";"1";"";"228,50";"235,00";"231,20";"3,94";"0,04";"0,29";"0,90";"0,00";"0,03";"0,01";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,27";"0,93";"0,01";"8";"3,87";"0,93";"0,35"
"2025/1/21 16:11:53 ";"00:00:33,2";"1";"1000";"1";"";"228,90";"235,00";"230,60";"3,95";"0,04";"0,27";"0,90";"0,00";"0,03";"0,01";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,27";"0,94";"0,01";"8";"3,87";"0,93";"0,35"
"2025/1/21 16:11:54 ";"00:00:34,2";"1";"1000";"1";"";"229,00";"235,00";"230,60";"3,95";"0,04";"0,27";"0,90";"0,00";"0,03";"0,01";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,27";"0,94";"0,01";"8";"3,87";"0,93";"0,35"
"2025/1/21 16:11:55 ";"00:00:35,2";"1";"1000";"1";"";"229,00";"235,00";"230,70";"3,95";"0,04";"0,28";"0,90";"0,00";"0,03";"0,01";"0,00";"0,00";"50,00";"50,00";"49,90";"1,00";"0,23";"0,46";"4,27";"0,94";"0,01";"9";"3,86";"0,93";"0,30"
"2025/1/21 16:11:56 ";"00:00:36,2";"1";"1000";"1";"";"228,90";"235,10";"230,70";"3,95";"0,04";"0,28";"0,90";"0,00";"0,03";"0,01";"0,00";"0,00";"49,90";"50,00";"50,00";"1,00";"0,23";"0,46";"4,27";"0,94";"0,01";"9";"3,86";"0,93";"0,30"
"2025/1/21 16:11:57 ";"00:00:37,3";"1";"1000";"1";"";"228,90";"235,10";"230,80";"3,95";"0,04";"0,27";"0,90";"0,00";"0,03";"0,01";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,27";"0,93";"0,01";"9";"3,86";"0,93";"0,30"
"2025/1/21 16:11:58 ";"00:00:38,2";"1";"1000";"1";"";"228,80";"235,20";"230,80";"3,95";"0,04";"0,28";"0,90";"0,00";"0,03";"0,01";"0,00";"0,00";"50,00";"49,90";"50,00";"1,00";"0,23";"0,46";"4,27";"0,93";"0,01";"9";"3,86";"0,93";"0,30"
"2025/1/21 16:11:59 ";"00:00:39,2";"1";"1000";"1";"";"228,80";"235,00";"230,70";"3,95";"0,04";"0,27";"0,90";"0,00";"0,03";"0,01";"0,00";"0,00";"49,90";"50,00";"50,00";"1,00";"0,23";"0,46";"4,26";"0,93";"0,01";"10";"3,87";"0,93";"0,34"
"2025/1/21 16:12:0 ";"00:00:40,3";"1";"1000";"1";"";"228,70";"235,10";"230,70";"3,95";"0,04";"0,27";"0,90";"0,00";"0,03";"0,01";"0,00";"0,00";"50,00";"49,90";"50,00";"1,00";"0,22";"0,46";"4,26";"0,93";"0,01";"10";"3,87";"0,93";"0,34"
"2025/1/21 16:12:1 ";"00:00:41,2";"1";"1000";"1";"";"228,90";"235,10";"230,70";"3,95";"0,04";"0,29";"0,90";"0,00";"0,03";"0,01";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,22";"0,46";"4,28";"0,94";"0,01";"10";"3,87";"0,93";"0,34"
"2025/1/21 16:12:2 ";"00:00:42,2";"1";"1000";"1";"";"228,70";"235,30";"230,80";"3,95";"0,04";"0,28";"0,90";"0,00";"0,03";"0,01";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,27";"0,93";"0,01";"10";"3,87";"0,93";"0,34"
"2025/1/21 16:12:3 ";"00:00:43,2";"1";"1000";"1";"";"228,60";"235,20";"230,70";"3,95";"0,04";"0,27";"0,90";"0,00";"0,03";"0,01";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,26";"0,93";"0,01";"11";"3,87";"0,93";"0,20"
"2025/1/21 16:12:4 ";"00:00:44,3";"1";"1000";"1";"";"228,60";"235,20";"230,70";"3,95";"0,04";"0,27";"0,90";"0,00";"0,03";"0,01";"0,00";"0,00";"50,00";"49,90";"50,00";"1,00";"0,23";"0,46";"4,26";"0,93";"0,01";"11";"3,87";"0,93";"0,20"
"2025/1/21 16:12:5 ";"00:00:45,2";"1";"1000";"1";"";"228,60";"235,20";"230,90";"3,95";"0,04";"0,28";"0,90";"0,00";"0,03";"0,01";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,27";"0,93";"0,01";"11";"3,87";"0,93";"0,20"
"2025/1/21 16:12:6 ";"00:00:46,2";"1";"1000";"1";"";"228,60";"235,20";"230,90";"3,95";"0,04";"0,27";"0,90";"0,00";"0,03";"0,01";"0,00";"0,00";"50,00";"50,00";"49,90";"1,00";"0,23";"0,46";"4,26";"0,93";"0,01";"11";"3,87";"0,93";"0,20"
"2025/1/21 16:12:7 ";"00:00:47,3";"2";"1000";"1";"";"228,80";"235,30";"230,90";"3,95";"0,04";"0,29";"0,90";"0,00";"0,03";"0,01";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,28";"0,94";"0,01";"12";"3,87";"0,93";"0,55"
"2025/1/21 16:12:8 ";"00:00:48,2";"2";"1000";"1";"";"228,70";"235,20";"231,00";"7,90";"0,09";"0,57";"1,80";"0,00";"0,06";"0,02";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"8,55";"1,87";"0,02";"12";"3,87";"0,93";"0,55"
"2025/1/21 16:12:9 ";"00:00:49,3";"3";"1000";"1";"";"228,70";"235,20";"231,00";"11,85";"0,13";"0,85";"2,71";"0,01";"0,09";"0,03";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,22";"0,46";"12,82";"2,81";"0,03";"12";"3,87";"0,93";"0,55"
"2025/1/21 16:12:10 ";"00:00:50,2";"4";"1000";"1";"";"228,70";"235,20";"231,20";"11,84";"0,13";"0,83";"2,71";"0,01";"0,09";"0,04";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,22";"0,46";"12,80";"2,80";"0,04";"13";"3,87";"0,93";"66,77"
"2025/1/21 16:12:11 ";"00:00:51,3";"5";"1000";"1";"";"228,80";"235,10";"231,20";"15,80";"0,17";"1,11";"3,61";"0,01";"0,12";"0,05";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"17,08";"3,74";"0,05";"13";"3,87";"0,93";"66,77"
"2025/1/21 16:12:12 ";"00:00:52,2";"5";"1000";"1";"";"228,80";"235,10";"231,20";"19,75";"0,21";"1,35";"4,51";"0,01";"0,14";"0,06";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"21,32";"4,67";"0,06";"13";"3,87";"0,93";"66,77"
"2025/1/21 16:12:13 ";"00:00:53,2";"6";"1000";"1";"";"228,70";"235,10";"231,20";"23,69";"0,26";"1,63";"5,41";"0,01";"0,17";"0,08";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"25,57";"5,60";"0,08";"13";"3,87";"0,93";"66,77"
"2025/1/21 16:12:14 ";"00:00:54,2";"7";"1000";"1";"";"228,70";"235,00";"231,20";"27,64";"0,30";"1,90";"6,31";"0,02";"0,20";"0,09";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"29,84";"6,53";"0,09";"14";"3,90";"0,92";"85,88"
"2025/1/21 16:12:15 ";"00:00:55,2";"8";"1000";"1";"";"228,60";"235,00";"231,10";"27,63";"0,30";"1,94";"6,31";"0,02";"0,21";"0,09";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"29,87";"6,53";"0,09";"14";"3,90";"0,92";"85,88"
"2025/1/21 16:12:16 ";"00:00:56,2";"8";"1000";"1";"";"228,80";"235,00";"231,10";"31,59";"0,34";"2,21";"7,22";"0,02";"0,23";"0,10";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"34,14";"7,47";"0,10";"14";"3,90";"0,92";"85,88"
"2025/1/21 16:12:17 ";"00:00:57,2";"9";"1000";"1";"";"228,80";"235,00";"231,10";"31,60";"0,34";"2,15";"7,22";"0,02";"0,23";"0,10";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"34,10";"7,47";"0,10";"14";"3,90";"0,92";"85,88"
"2025/1/21 16:12:18 ";"00:00:58,3";"9";"1000";"1";"";"228,80";"234,60";"231,20";"35,55";"0,39";"2,45";"8,13";"0,02";"0,26";"0,13";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"38,38";"8,41";"0,13";"15";"3,84";"0,94";"88,85"
"2025/1/21 16:12:19 ";"00:00:59,2";"9";"1000";"1";"";"228,40";"234,80";"231,20";"35,49";"0,39";"2,45";"8,10";"0,02";"0,26";"0,13";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"38,32";"8,38";"0,13";"15";"3,84";"0,94";"88,85"
"2025/1/21 16:12:20 ";"00:01:0,2";"9";"1000";"1";"";"228,60";"234,80";"231,10";"35,52";"0,39";"2,48";"8,11";"0,02";"0,26";"0,13";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"38,38";"8,40";"0,13";"15";"3,84";"0,94";"88,85"
"2025/1/21 16:12:21 ";"00:01:1,2";"9";"1000";"1";"";"228,50";"234,90";"231,10";"35,51";"0,38";"2,48";"8,11";"0,02";"0,26";"0,14";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,45";"38,36";"8,39";"0,14";"15";"3,84";"0,94";"88,85"
"2025/1/21 16:12:22 ";"00:01:2,2";"1";"1000";"1";"";"228,50";"234,90";"231,00";"35,51";"0,39";"2,39";"8,11";"0,02";"0,25";"0,14";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,22";"0,46";"38,29";"8,38";"0,14";"16";"3,88";"0,93";"88,92"
"2025/1/21 16:12:23 ";"00:01:3,2";"1";"1000";"1";"";"228,50";"234,70";"231,00";"3,94";"0,04";"0,27";"0,90";"0,00";"0,03";"0,01";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,25";"0,93";"0,01";"16";"3,88";"0,93";"88,92"
"2025/1/21 16:12:24 ";"00:01:4,2";"1";"1000";"1";"";"228,50";"234,80";"231,00";"3,94";"0,04";"0,28";"0,90";"0,00";"0,03";"0,01";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,22";"0,46";"4,27";"0,93";"0,01";"16";"3,88";"0,93";"88,92"
"2025/1/21 16:12:25 ";"00:01:5,2";"1";"1000";"1";"";"228,50";"234,80";"231,10";"3,94";"0,04";"0,27";"0,90";"0,00";"0,03";"0,01";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,22";"0,46";"4,26";"0,93";"0,01";"16";"3,88";"0,93";"88,92"
"2025/1/21 16:12:26 ";"00:01:6,2";"1";"1000";"1";"";"228,60";"234,80";"231,10";"3,95";"0,04";"0,27";"0,90";"0,00";"0,03";"0,02";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,45";"4,26";"0,93";"0,02";"17";"3,88";"0,93";"0,38"
"2025/1/21 16:12:27 ";"00:01:7,2";"100";"1000";"1";"";"228,60";"234,40";"231,10";"3,95";"0,04";"0,27";"0,90";"0,00";"0,03";"0,02";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,45";"4,26";"0,93";"0,02";"17";"3,88";"0,93";"0,38"
"2025/1/21 16:12:28 ";"00:01:8,2";"100";"1000";"1";"";"229,10";"233,90";"230,50";"395,40";"4,30";"27,80";"90,47";"0,23";"2,94";"1,60";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"427,50";"93,64";"1,60";"17";"3,88";"0,93";"0,38"
"2025/1/21 16:12:29 ";"00:01:9,2";"100";"1000";"1";"";"229,50";"233,90";"230,40";"396,20";"4,30";"28,00";"90,85";"0,23";"2,95";"1,70";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"428,50";"94,03";"1,70";"17";"3,88";"0,93";"0,38"
"2025/1/21 16:12:30 ";"00:01:10,2";"100";"1000";"1";"";"229,70";"233,90";"230,40";"396,50";"4,30";"27,60";"90,99";"0,23";"2,90";"1,70";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"428,40";"94,12";"1,70";"18";"3,84";"0,94";"99,00"
"2025/1/21 16:12:31 ";"00:01:11,2";"100";"1000";"1";"";"229,60";"233,90";"230,50";"396,30";"4,30";"27,60";"90,90";"0,23";"2,91";"1,70";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"428,20";"94,04";"1,70";"18";"3,84";"0,94";"99,00"
"2025/1/21 16:12:32 ";"00:01:12,3";"100";"1000";"1";"";"229,60";"234,40";"230,50";"396,30";"4,30";"27,60";"90,90";"0,22";"2,91";"1,70";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,22";"0,46";"428,20";"94,03";"1,70";"18";"3,84";"0,94";"99,00"
"2025/1/21 16:12:33 ";"00:01:13,3";"100";"1000";"1";"";"228,90";"234,90";"230,20";"395,10";"4,30";"27,10";"90,37";"0,23";"2,85";"1,70";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"426,50";"93,45";"1,70";"18";"3,84";"0,94";"99,00"
"2025/1/21 16:12:34 ";"00:01:14,2";"100";"10000";"1";"";"228,70";"234,90";"230,10";"394,70";"4,30";"27,60";"90,18";"0,23";"2,92";"1,80";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"426,60";"93,33";"1,80";"19";"3,87";"0,93";"99,00"
"2025/1/21 16:12:35 ";"00:01:15,2";"100";"10000";"1";"";"228,40";"235,20";"230,00";"394,30";"4,30";"27,40";"89,99";"0,23";"2,91";"1,80";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"426,00";"93,13";"1,80";"19";"3,87";"0,93";"99,00"
"2025/1/21 16:12:36 ";"00:01:16,2";"100";"10000";"1";"";"228,20";"235,40";"230,00";"394,00";"4,30";"27,40";"89,85";"0,23";"2,91";"1,80";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"425,70";"92,99";"1,80";"19";"3,87";"0,93";"99,00"
"2025/1/21 16:12:37 ";"00:01:17,2";"100";"10000";"1";"";"228,20";"235,60";"229,90";"394,00";"4,30";"27,30";"89,85";"0,22";"2,84";"1,90";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,22";"0,45";"425,60";"92,91";"1,90";"19";"3,87";"0,93";"99,00"
"2025/1/21 16:12:38 ";"00:01:18,2";"100";"10000";"1";"";"228,20";"235,60";"229,80";"393,90";"4,30";"26,20";"89,80";"0,22";"2,79";"1,90";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,22";"0,46";"424,40";"92,81";"1,90";"20";"3,89";"0,09";"99,90"
"2025/1/21 16:12:39 ";"00:01:19,2";"100";"100000";"1";"";"226,00";"236,40";"229,90";"390,10";"4,40";"28,00";"88,13";"0,25";"2,99";"1,90";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,24";"0,46";"422,50";"91,37";"1,90";"20";"3,89";"0,09";"99,90"
"2025/1/21 16:12:40 ";"00:01:20,2";"100";"100000";"1";"";"225,70";"237,10";"230,00";"389,80";"4,50";"27,50";"87,89";"0,31";"2,93";"1,90";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,29";"0,46";"421,80";"91,13";"1,90";"20";"3,89";"0,09";"99,90"
"2025/1/21 16:12:41 ";"00:01:21,3";"100";"100000";"1";"";"225,70";"236,50";"230,00";"389,80";"4,40";"27,50";"87,89";"0,28";"2,93";"1,90";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,27";"0,46";"421,70";"91,10";"1,90";"21";"3,96";"0,01";"99,99"
"2025/1/21 16:12:42 ";"00:01:22,2";"100";"100000";"1";"";"227,60";"236,10";"229,80";"393,10";"4,30";"27,10";"89,36";"0,23";"2,87";"2,00";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"424,50";"92,46";"2,00";"21";"3,96";"0,01";"99,99"
"2025/1/21 16:12:43 ";"00:01:23,2";"100";"100000";"1";"";"227,80";"236,10";"229,70";"393,30";"4,30";"27,50";"89,49";"0,23";"2,91";"2,00";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"425,10";"92,63";"2,00";"21";"3,96";"0,01";"99,99"
"2025/1/21 16:12:44 ";"00:01:24,2";"100";"100000";"1";"";"227,70";"236,20";"229,80";"393,20";"4,30";"27,30";"89,45";"0,23";"2,89";"2,00";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"424,80";"92,57";"2,00";"21";"3,96";"0,01";"99,99"
"2025/1/21 16:12:45 ";"00:01:25,2";"1";"100000";"1";"";"227,70";"236,30";"229,80";"3,93";"0,04";"0,28";"0,89";"0,00";"0,03";"0,02";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,25";"0,93";"0,02";"22";"3,92";"0,01";"99,01"
"2025/1/21 16:12:46 ";"00:01:26,2";"1";"100000";"1";"";"227,70";"236,20";"229,80";"3,93";"0,04";"0,28";"0,89";"0,00";"0,03";"0,02";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,25";"0,93";"0,02";"22";"3,92";"0,01";"99,01"
"2025/1/21 16:12:47 ";"00:01:27,3";"1";"100000";"1";"";"227,60";"236,20";"229,60";"3,93";"0,04";"0,27";"0,89";"0,00";"0,03";"0,02";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,24";"0,92";"0,02";"22";"3,92";"0,01";"99,01"
"2025/1/21 16:12:48 ";"00:01:28,2";"1";"1";"1";"";"227,90";"236,20";"229,70";"3,94";"0,04";"0,29";"0,90";"0,00";"0,03";"0,02";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,27";"0,93";"0,02";"22";"3,92";"0,01";"99,01"
"2025/1/21 16:12:49 ";"00:01:29,2";"1";"100";"1";"";"227,80";"236,30";"229,80";"3,93";"0,04";"0,29";"0,90";"0,00";"0,03";"0,02";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,26";"0,93";"0,02";"23";"3,90";"0,01";"99,01"
"2025/1/21 16:12:50 ";"00:01:30,2";"1";"1000";"1";"";"227,80";"236,40";"229,80";"3,93";"0,04";"0,28";"0,90";"0,00";"0,03";"0,02";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,24";"0,46";"4,25";"0,93";"0,02";"23";"3,90";"0,01";"99,01"
"2025/1/21 16:12:51 ";"00:01:31,2";"1";"1000";"1";"";"227,90";"235,90";"229,80";"3,94";"0,04";"0,28";"0,90";"0,00";"0,03";"0,02";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,25";"0,93";"0,02";"23";"3,90";"0,01";"99,01"
"2025/1/21 16:12:52 ";"00:01:32,3";"1";"1000";"1";"";"228,30";"235,90";"229,80";"3,94";"0,04";"0,29";"0,90";"0,00";"0,03";"0,02";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,28";"0,93";"0,02";"23";"3,90";"0,01";"99,01"
"2025/1/21 16:12:53 ";"00:01:33,2";"1";"1000";"1";"";"228,00";"235,80";"230,00";"3,94";"0,04";"0,27";"0,90";"0,00";"0,03";"0,02";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,25";"0,93";"0,02";"24";"3,86";"0,93";"-0,56"
"2025/1/21 16:12:54 ";"00:01:34,2";"1";"1000";"1";"";"228,00";"236,30";"230,60";"3,94";"0,04";"0,28";"0,90";"0,00";"0,03";"0,02";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,25";"0,93";"0,02";"24";"3,86";"0,93";"-0,56"
"2025/1/21 16:12:55 ";"00:01:35,2";"1";"1000";"1";"";"227,10";"236,30";"230,60";"3,92";"0,04";"0,28";"0,89";"0,00";"0,03";"0,02";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,24";"0,92";"0,02";"24";"3,86";"0,93";"-0,56"
"2025/1/21 16:12:56 ";"00:01:36,2";"1";"1000";"1";"";"227,20";"236,30";"230,80";"3,92";"0,04";"0,28";"0,89";"0,00";"0,03";"0,02";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,25";"0,92";"0,02";"24";"3,86";"0,93";"-0,56"
"2025/1/21 16:12:57 ";"00:01:37,3";"1";"1000";"1";"";"227,40";"236,40";"230,70";"3,93";"0,04";"0,28";"0,89";"0,00";"0,03";"0,02";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,25";"0,92";"0,02";"25";"3,92";"0,92";"0,63"
"2025/1/21 16:12:58 ";"00:01:38,2";"1";"1000";"1";"";"227,30";"236,40";"231,20";"3,92";"0,04";"0,26";"0,89";"0,00";"0,03";"0,02";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,23";"0,92";"0,02";"25";"3,92";"0,92";"0,63"
"2025/1/21 16:12:59 ";"00:01:39,2";"1";"1000";"1";"";"227,30";"236,30";"231,20";"3,92";"0,04";"0,26";"0,89";"0,00";"0,03";"0,02";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,23";"0,92";"0,02";"25";"3,92";"0,92";"0,63"
"2025/1/21 16:13:0 ";"00:01:40,2";"1";"1000";"1";"";"226,90";"236,30";"231,60";"3,92";"0,04";"0,28";"0,89";"0,00";"0,03";"0,02";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,25";"0,92";"0,02";"25";"3,92";"0,92";"0,63"
"2025/1/21 16:13:1 ";"00:01:41,2";"1";"1000";"1";"";"226,20";"236,30";"231,60";"3,91";"0,04";"0,28";"0,88";"0,00";"0,03";"0,02";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,23";"0,92";"0,02";"26";"3,93";"0,92";"0,04"
"2025/1/21 16:13:2 ";"00:01:42,2";"1";"1000";"1";"";"224,70";"237,40";"231,60";"3,88";"0,04";"0,27";"0,87";"0,00";"0,03";"0,03";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,24";"0,46";"4,20";"0,90";"0,03";"26";"3,93";"0,92";"0,04"
"2025/1/21 16:13:3 ";"00:01:43,2";"1";"1000";"1";"";"225,60";"237,40";"231,60";"3,90";"0,04";"0,28";"0,88";"0,00";"0,03";"0,03";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,24";"0,46";"4,22";"0,91";"0,03";"26";"3,93";"0,92";"0,04"
"2025/1/21 16:13:4 ";"00:01:44,2";"1";"1000";"1";"";"225,60";"236,20";"231,60";"3,90";"0,04";"0,28";"0,88";"0,00";"0,03";"0,03";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,22";"0,91";"0,03";"26";"3,93";"0,92";"0,04"
"2025/1/21 16:13:5 ";"00:01:45,2";"1";"1000";"1";"";"227,00";"236,20";"231,40";"3,92";"0,04";"0,28";"0,89";"0,00";"0,03";"0,03";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,24";"0,92";"0,03";"27";"3,96";"0,91";"1,37"
"2025/1/21 16:13:6 ";"00:01:46,2";"1";"1000";"1";"";"226,90";"236,20";"231,50";"3,92";"0,04";"0,27";"0,89";"0,00";"0,03";"0,03";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,23";"0,92";"0,03";"27";"3,96";"0,91";"1,37"
"2025/1/21 16:13:7 ";"00:01:47,2";"1";"1000";"1";"";"227,00";"236,30";"231,20";"3,92";"0,04";"0,27";"0,89";"0,00";"0,03";"0,03";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,24";"0,92";"0,03";"27";"3,96";"0,91";"1,37"
"2025/1/21 16:13:8 ";"00:01:48,2";"1";"1000";"1";"";"227,00";"236,20";"231,20";"3,92";"0,04";"0,27";"0,89";"0,00";"0,03";"0,03";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,24";"0,46";"4,24";"0,92";"0,03";"27";"3,96";"0,91";"1,37"
"2025/1/21 16:13:9 ";"00:01:49,2";"1";"1000";"1";"";"227,00";"236,20";"231,10";"3,92";"0,04";"0,28";"0,89";"0,00";"0,03";"0,03";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,25";"0,92";"0,03";"28";"3,92";"0,92";"0,32"
"2025/1/21 16:13:10 ";"00:01:50,3";"1";"1000";"1";"";"226,90";"236,20";"231,10";"3,92";"0,04";"0,28";"0,89";"0,00";"0,03";"0,03";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,25";"0,92";"0,03";"28";"3,92";"0,92";"0,32"
"2025/1/21 16:13:11 ";"00:01:51,3";"1";"1000";"1";"";"227,00";"236,40";"231,20";"3,92";"0,04";"0,28";"0,89";"0,00";"0,03";"0,03";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,24";"0,92";"0,03";"28";"3,92";"0,92";"0,32"
"2025/1/21 16:13:12 ";"00:01:52,2";"1";"1000";"1";"";"226,90";"236,30";"231,00";"3,92";"0,04";"0,28";"0,89";"0,00";"0,03";"0,03";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,24";"0,92";"0,03";"28";"3,92";"0,92";"0,32"
"2025/1/21 16:13:13 ";"00:01:53,2";"1";"1000";"1";"";"226,90";"236,30";"231,00";"3,92";"0,04";"0,28";"0,89";"0,00";"0,03";"0,03";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,24";"0,92";"0,03";"29";"3,93";"0,92";"0,48"
"2025/1/21 16:13:14 ";"00:01:54,2";"1";"1000";"1";"";"227,00";"236,20";"231,10";"3,92";"0,04";"0,28";"0,89";"0,00";"0,03";"0,03";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,24";"0,92";"0,03";"29";"3,93";"0,92";"0,48"
"2025/1/21 16:13:15 ";"00:01:55,2";"1";"1000";"1";"";"226,90";"236,20";"231,50";"3,92";"0,04";"0,29";"0,89";"0,00";"0,03";"0,03";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,25";"0,92";"0,03";"29";"3,93";"0,92";"0,48"
