"time";"timer";"currentTransformerTransformationRatio";"constMeterImpsNum";"queueSizeCalcMeterAccuracy";"meterSerialNum";"pzemVoltage1";"pzemVoltage2";"pzemVoltage3";"pzemCurrent1";"pzemCurrent2";"pzemCurrent3";"pzemPower1";"pzemPower2";"pzemPower3";"pzemEnergy1";"pzemEnergy2";"pzemEnergy3";"pzemFrequency1";"pzemFrequency2";"pzemFrequency3";"pzemPowerFactor1";"pzemPowerFactor2";"pzemPowerFactor3";"pzemFullCurrent";"pzemFullPower";"pzemFullEnergy";"kyImpsMeter";"impsPeriodMeter";"calcMeterPower";"calcMeterAccuracy"
"2025/1/21 16:16:4 ";"00:04:44,2";"1";"1000";"1";"";"227,80";"235,90";"230,50";"3,93";"0,04";"0,30";"0,90";"0,00";"0,03";"0,07";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,28";"0,93";"0,07";"72";"3,89";"0,93";"0,41"
"2025/1/21 16:16:5 ";"00:04:45,2";"1";"1000";"1";"";"227,70";"236,00";"230,60";"3,93";"0,04";"0,29";"0,89";"0,00";"0,03";"0,07";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,27";"0,93";"0,07";"73";"3,89";"0,93";"0,23"
"2025/1/21 16:16:6 ";"00:04:46,2";"1";"1000";"1";"";"227,70";"236,10";"230,60";"3,93";"0,04";"0,28";"0,89";"0,00";"0,03";"0,07";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,26";"0,93";"0,07";"73";"3,89";"0,93";"0,23"
"2025/1/21 16:16:7 ";"00:04:47,2";"1";"1000";"1";"";"227,80";"236,10";"230,60";"3,93";"0,04";"0,28";"0,90";"0,00";"0,03";"0,07";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,26";"0,93";"0,07";"73";"3,89";"0,93";"0,23"
"2025/1/21 16:16:8 ";"00:04:48,2";"1";"1000";"1";"";"227,80";"236,10";"230,60";"3,93";"0,04";"0,31";"0,90";"0,00";"0,03";"0,07";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,29";"0,93";"0,07";"73";"3,89";"0,93";"0,23"
"2025/1/21 16:16:9 ";"00:04:49,2";"1";"1000";"1";"";"227,70";"236,00";"230,50";"3,93";"0,04";"0,31";"0,89";"0,00";"0,03";"0,07";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,48";"4,28";"0,93";"0,07";"74";"3,89";"0,93";"0,46"
"2025/1/21 16:16:10 ";"00:04:50,2";"1";"1000";"1";"";"227,70";"236,00";"230,40";"3,93";"0,04";"0,29";"0,89";"0,00";"0,03";"0,07";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,26";"0,93";"0,07";"74";"3,89";"0,93";"0,46"
"2025/1/21 16:16:11 ";"00:04:51,2";"1";"1000";"1";"";"227,70";"235,90";"230,40";"3,93";"0,04";"0,29";"0,89";"0,00";"0,03";"0,07";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,26";"0,93";"0,07";"74";"3,89";"0,93";"0,46"
"2025/1/21 16:16:12 ";"00:04:52,2";"1";"1000";"1";"";"227,90";"235,30";"230,50";"3,94";"0,04";"0,30";"0,90";"0,00";"0,03";"0,07";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,46";"4,28";"0,93";"0,07";"74";"3,89";"0,93";"0,46"
"2025/1/21 16:16:13 ";"00:04:53,2";"1";"1000";"1";"";"227,40";"235,30";"231,30";"3,93";"0,04";"0,31";"0,89";"0,00";"0,03";"0,07";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,28";"0,93";"0,07";"75";"3,89";"0,93";"0,34"
"2025/1/21 16:16:14 ";"00:04:54,2";"1";"1000";"1";"";"227,10";"235,00";"231,60";"3,92";"0,04";"0,30";"0,89";"0,00";"0,03";"0,07";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,48";"4,26";"0,93";"0,07";"75";"3,89";"0,93";"0,34"
"2025/1/21 16:16:15 ";"00:04:55,2";"1";"1000";"1";"";"227,10";"235,10";"231,60";"3,92";"0,04";"0,30";"0,89";"0,00";"0,03";"0,07";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,26";"0,92";"0,07";"75";"3,89";"0,93";"0,34"
"2025/1/21 16:16:16 ";"00:04:56,2";"1";"1001";"1";"";"227,10";"235,10";"231,60";"3,92";"0,04";"0,30";"0,89";"0,00";"0,03";"0,07";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,26";"0,92";"0,07";"75";"3,89";"0,93";"0,34"
"2025/1/21 16:16:17 ";"00:04:57,2";"1";"1001";"1";"";"227,00";"235,10";"231,60";"3,92";"0,04";"0,32";"0,89";"0,00";"0,03";"0,07";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,28";"0,93";"0,07";"76";"3,91";"0,92";"0,60"
"2025/1/21 16:16:18 ";"00:04:58,2";"1";"1001";"1";"";"227,10";"235,10";"231,60";"3,92";"0,04";"0,33";"0,89";"0,00";"0,04";"0,07";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,48";"4,29";"0,93";"0,07";"76";"3,91";"0,92";"0,60"
"2025/1/21 16:16:19 ";"00:04:59,2";"1";"1001";"1";"";"227,10";"235,10";"231,50";"3,92";"0,04";"0,29";"0,89";"0,00";"0,03";"0,07";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,26";"0,92";"0,08";"76";"3,91";"0,92";"0,60"
"2025/1/21 16:16:20 ";"00:05:0,2";"1";"1001";"1";"";"227,10";"235,10";"231,50";"3,92";"0,04";"0,29";"0,89";"0,00";"0,03";"0,07";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,26";"0,92";"0,08";"76";"3,91";"0,92";"0,60"
"2025/1/21 16:16:21 ";"00:05:1,2";"1";"1001";"1";"";"227,00";"235,10";"231,50";"3,92";"0,04";"0,32";"0,89";"0,00";"0,03";"0,07";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,28";"0,93";"0,08";"77";"3,90";"0,92";"0,51"
"2025/1/21 16:16:22 ";"00:05:2,2";"1";"1001";"1";"";"226,90";"235,10";"231,50";"3,92";"0,04";"0,31";"0,89";"0,00";"0,03";"0,07";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,28";"0,93";"0,08";"77";"3,90";"0,92";"0,51"
"2025/1/21 16:16:23 ";"00:05:3,2";"1";"1001";"1";"";"226,90";"235,20";"231,50";"3,92";"0,04";"0,31";"0,89";"0,00";"0,03";"0,07";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,48";"4,27";"0,93";"0,08";"77";"3,90";"0,92";"0,51"
"2025/1/21 16:16:24 ";"00:05:4,2";"1";"1001";"1";"";"226,90";"235,30";"231,60";"3,92";"0,04";"0,30";"0,89";"0,00";"0,03";"0,07";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,26";"0,92";"0,08";"78";"3,91";"0,92";"0,46"
"2025/1/21 16:16:25 ";"00:05:5,2";"1";"1001";"1";"";"226,90";"235,70";"231,60";"3,92";"0,04";"0,30";"0,89";"0,00";"0,03";"0,07";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,47";"4,26";"0,92";"0,08";"78";"3,91";"0,92";"0,46"
"2025/1/21 16:16:26 ";"00:05:6,2";"1";"1001";"1";"";"227,10";"236,10";"231,00";"3,92";"0,04";"0,32";"0,89";"0,00";"0,04";"0,07";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,48";"4,28";"0,93";"0,08";"78";"3,91";"0,92";"0,46"
"2025/1/21 16:16:27 ";"00:05:7,2";"1";"1001";"1";"";"227,50";"236,10";"230,20";"3,93";"0,04";"0,32";"0,89";"0,00";"0,03";"0,08";"0,00";"0,00";"50,00";"50,00";"50,00";"1,00";"0,23";"0,48";"4,29";"0,93";"0,08";"78";"3,91";"0,92";"0,46"
